NEGATIVE	We suggest to go by car on the hill as there is a road that goes up and you will get many beautiful photos as well as you will have your own time and then you can spend the 15 € for a nice coffe in the cafe-restaurant on the hill with the most amazing view of old town and rest of Dubrovnik ! ! !
NEGATIVE	2 cars on the line means that long waits ( over an hour ) are possible and there is absolutely no shelter from that merciless sun whilst queuing .
NEGATIVE	5 out of 5 for the spectacular view of Dubrovnik and the Adriatic . 2 out of 5 for the actual cable car .
POSITIVE	A bit expensive but driving by car is much dangerous .
POSITIVE	A can not miss for the best view of the city .
POSITIVE	A great restaurant at the top - " Panorama " .
POSITIVE	A great way to get a different view of the city .
POSITIVE	A great way to see the surrounding countryside and spectacular views of the Old Town .
POSITIVE	A museum at the top in an old fort and also good restaurant .
POSITIVE	A must do , you can see the entire Adriatic coast from here , take about 10 minutes to go up , you might need a head for heights though .
POSITIVE	A must thing to see !
POSITIVE	A must visit when staying in Dubrovnik , a short walk from the old town and you get the most incredible views .
POSITIVE	A perfect place to view the beauty of old town wall city DUBROVNIK ( UNESCO world heritage site ) .
POSITIVE	A quick journey up in the cable car and you are at the top looking at fantastic views across the old city and Islands beyond .
POSITIVE	A short trip to reach amazing views .
POSITIVE	A short walk from Ploce gate .
POSITIVE	A splendidly modern cable car , with big windows for lots of photographs , whisks you smoothly from the city walls to the top of the hil .
POSITIVE	A very steep climb up numerous steps from the old town centre ; however the Cable Car Entrance can be accessed from a street running behind the old city ( on foot or by taxi ) .
NEGATIVE	Add that the trip is not 2h45min as they claim , but 3h30min - each way !
NEGATIVE	Advice - if you have an grumpy unfriendly tour guide , block their behaviour out as best as you can and enjoy the sights for what it is !
NEGATIVE	After 30 minutes found ourself coming in to another port ( was not informed that we will be picking up other passengers beforehand ) we had a long wait for passport control to come round even though we were still in the same country , and astonishing amount of passengers to board , some with luggage...
NEGATIVE	After a 4 hour trip home on choppy seas we then had to wait 30mins to get off after the Catamaran had docked as yet the staff felt it best to unload the baggage first , not very customer friendly after the journey , in the heat and with many passengers in a rust to get back for dinner .
NEGATIVE	After a while we noticed that there were problems with the ship  boat engine .
NEGATIVE	After being picked up , our skipper told us that there was a miss understanding even though we called a day before to check the meeting point .
POSITIVE	After that tAke a deep breath and enjoy the ride both ways .
NEGATIVE	After that the guiding stops .
NEGATIVE	Again no mention of sea conditions to forewarn everyone to expect a bumpy ride .
NEGATIVE	Again we fortunately had assistance from the apartment owner who sorted this out for us pick up back to airport was late due to " stuck in traffic " however this seems bad planning as Split seems to consistently have a lot of traffic Finally neither vehicles we used had any taxi markings which was a...
NEGATIVE	All and all the Venezia Lines Ferry is just a ferry to Venice .
POSITIVE	All in , my pictures from the too are well worth the fee to ride the cable car
POSITIVE	All in all , not to be missed ! !
POSITIVE	Along with the City Walls , this is an absolute must do in Dubrovnik .
POSITIVE	Also , I has out of this world panoramic views of the City Walls , port and Dubrovnik .
POSITIVE	Also , strangely , the path ends at the bottom on a main road , which meant we needed to walk through back alleys to get home , so might get a return ticket next time
NEGATIVE	Also if you are late by 2mins , your tour guide may scold you for lateness as ours did !
NEGATIVE	Also it takes 10mins to walk from the waterfalls to the bus at the top of the hill once you factor other tour groups and people at the site .
POSITIVE	Also there is a museum p there about the war in the 90 's which is fascinating .
POSITIVE	Although it only takes a couple of minutes both to ascend and decend , at HRK120 ( about €17 ) it may seem a bit expensive but it 's well worth it , and there is the option of a one-way trip for HRK70 if you are feeling up to walking back down .
NEGATIVE	Although not pressured into buying the extras the reality of prices in Venice ( not provided by the company ) were over exaggerated .
POSITIVE	Amazing history of 1991 so glad to have done this .
POSITIVE	Amazing scenery and a nice breeze to cool down after a hot stroll in old town .
POSITIVE	amazing view over Dubrovnik , once you have seen enough pop into the café , have an absinthe and stay until the second gondola is heading back down
POSITIVE	Amazing views a must do if in dubrovnik , entire city scope from above , reasonable price , i highly recommend .
POSITIVE	An absolute MUST - though it does get busy , we were very lucky and timed it just right .
POSITIVE	An easy walk from the old city of Dubrovnik .
NEGATIVE	And it is actually according to the wikipedia ( it is the shortes in the WORLD ) .
NEGATIVE	And it was for a distace of 30km - they did not have to take that ride and back !
POSITIVE	Another vital tourist must do .
POSITIVE	Approximately 30 guests inside each car .
NEGATIVE	Arrived early in the morning to take the cable car to the war museum , must say I was quite excited and a little anxious about the ride !
NEGATIVE	As an example when it came to transport around the city they did not even mention the vaporettos or the 24 hour tickets you can get for 20Euros ( there is a stop right next to the ferry port ) .
NEGATIVE	As the trip started , he was using his phone about 90 % of the time which left us feeling a bit unappreciated .
POSITIVE	As we went to Dubrovnik beginning of November to mid November , the town was quiet , very quiet , which meant there was zero queue for the cable car and almost nobody at the top !
NEGATIVE	As we were the second couple in the queue managed to get a place at the front of the car on the ascent and must say the view and ride are spectacular , however the car was absolutely packed , we were like sardines and as I found on the descent it was impossible to see anything apart from the body ne...
NEGATIVE	As you can imagine .
