NEGATIVE	Border security wait was about an hour and we  don't expected that .
NEGATIVE	It is a fraud, I will never use this means of transport again .
NEGATIVE	Our tour guide - Anna - was very hurried and disorganized .
NEGATIVE	The information she gave was sterile and impersonal - we could have gotten the same info by doing a google search .
NEGATIVE	They confirmed my booking emailing my with a wrong driver ` s phone number ; - They driver did not speak any word in English , they did not have change to my payment .
NEGATIVE	When we arrived at the small island , Anna told us all the wrong time ( in English and Spanish ) to be back at the boat .
NEGATIVE	( we only needed 3 taxis for 9 of us ) They refused to accept that this was a fault with their booking system and simply blamed the fact.
NEGATIVE	£12 ( approx 15 Euros ) per person is too expensive .
NEGATIVE	10 mins later and still with the same customer we walked away !
NEGATIVE	120kn for a return is a waste of money .
NEGATIVE	150 kn for a fast ride and then a huge line to go back !
NEGATIVE	2 weeks later and I have heard nothing from them .
NEGATIVE	20 sweaty people in a 2 square meter cable car .
NEGATIVE	3 days later email came through saying it was not 92 EURO as quoted but 213 EURO and I would have to accept the new amount before they could proceed .
NEGATIVE	30 people herded in to a carriage that should really only have held half that amount .
NEGATIVE	40 minutes into our journey we pointed out we were definitely going the wrong way - he had NO idea how to get to the airport and then had no idea we had a flight to catch .
NEGATIVE	40 € for 2 person to go up is basically too much !
NEGATIVE	45 minutes at the falls and 3 hours in Mostar meaning that our travel time was in excess of 8 hours !
NEGATIVE	45 minutes is not enough time at the waterfall .
NEGATIVE	5 minutes after the agreed time , I had a phone call from Connecttotransfers.com advising me “ to make alternative arrangements ” as they did not have a car or driver available .
NEGATIVE	A complete disgrace to the Croation people .
NEGATIVE	A disaster that will not happen again because I will not use your services again .
NEGATIVE	A few passengers looked awful unwell from the long drive and dehydration .
NEGATIVE	A fight broke out , young boys pushed elderly folks out of the way to get out first and we lost 80 minutes of our day in an un-air-conditioned glass hot box .
NEGATIVE	a total of 35 mins late , but we had left to the airport .
NEGATIVE	A total waste , if I knew this was the service they offered I would have just rented a car and gone myself .
NEGATIVE	A very short and expensive trip .
NEGATIVE	A very short ride for an expensive price of a view that was all most the same as that from the approach of a service bus .
NEGATIVE	A week had gone by and I e mailed the company to be told that they were still looking for a driver to assign to the transfer , and hope to provide me with a definite confirmation soon .
NEGATIVE	About 24 26 € for two trips of 2 minutes each , the view was nice but absolutely not worth the price , one of the most ridiculously overpriced things I have ever seen .
NEGATIVE	Absolute goons blackmailing us .
NEGATIVE	Absolute joke of customer service .
NEGATIVE	Absolute joke of a company , worst customer service I have ever come across .
NEGATIVE	Absolutely poor customer service only giving robotic replies not willing to understand or address my genuine grievances - without a doubt go with Octopus Transfers !
NEGATIVE	Absolutely shocking service , we were not met at the airport as the driver had been delayed .
NEGATIVE	Absolutely unacceptable .
NEGATIVE	After , they gave us the receipt that I have attached as a picture ( of course we payed cash because at this point the feeling was strange of secrets being said in their ears between managers so I would never give them my card .
NEGATIVE	After 20 minutes , I travelled into town to attempt to find the bus at another stop .
NEGATIVE	After 30 min of waiting under the sun we complained and said that in 2 minutes the promised " van " white mercedes would arrive .
NEGATIVE	After 30 minutes Anna did finally update us and said that the bus driver went to have “ teeth surgery ” after he dropped us off earlier , and that is why he was late .
NEGATIVE	After 30 minutes they rang to cancel the booking .
NEGATIVE	After I accepted another email came through saying they made a mistake and it would be 213 EURO after all .
NEGATIVE	After leaving my wife with the cases i had to walk to find the accommodation , which was across the very busy main road into Dubrovnik .
NEGATIVE	After much discussion they offered the number for a taxi company , but that company failed to pick up others so we waited out the storm and walked down in the dark , very late at night .
NEGATIVE	After not finding the bus , i called the tour operator who off the bat yelled at me on the phone claiming the bus had waited and was already on its way to Montenegro .
NEGATIVE	After one hour of looking and a call to the office ( message left , no one answered ) , we had to make other arrangements or waste the day .
NEGATIVE	After our first stop , we attempted to change seats as she had not announced any seating policy .
NEGATIVE	After requesting cancellation of transfers within minutes of making them and specifically requesting cancellation without charges - they did not specify they would deduct money and instead replied we have cancelled your transfers as requested .
NEGATIVE	After seeing the length and height of the cable car , we are happy to say that it would not be worth the money .
NEGATIVE	After spending 15 minutes at the top , we decided to get the cable car down again .
NEGATIVE	After that , I received a very rude , vindictive response from the owner .
NEGATIVE	After the company made a mistake in misquoting our fare , they were then unwilling to compromise on a price and charged us double the original price given , even after admitting it was their own mistake .
NEGATIVE	After the first stop , we tell the tour guide , Nicholina , that we are unhappy at the back of the van and inform her that we would like to change seats .
NEGATIVE	After waiting on hold for another 10 minutes I hung up and called back .
NEGATIVE	Again , frustratingly , the cruise groups were given a priority and we had to wait .
NEGATIVE	Again no further contact was received .
NEGATIVE	Again this was not the case and we only ended up finding the place when my wife rang and forced the issue .
NEGATIVE	All in all this is a tourist trap .
NEGATIVE	Also , the stops in each city were not adequate .
NEGATIVE	Although they have an elevator , it does not go to the upper observation level .
NEGATIVE	And a Korean tourist group formed a human wall to block off the best photo location until they can take pictures one by one .
NEGATIVE	And if you ask questions and react to the fact that you paid a return ticket for going down as well you are being told you are ridiculous and if you want to o back to the city you need to walk .
NEGATIVE	And she has still not established a fair and flexible seating policy that does not unfairly penalize people for the minivan pickup order that they have no control over .
NEGATIVE	And you need to pay extra money for the waterfall so I won ’ t give a higher rate of the tour because of the it .
NEGATIVE	Anyway 45 mins later with an extremely anxious wife the taxi turned up .
NEGATIVE	Apart from the schedule , the guide of the whole trip is really bad .
NEGATIVE	Apparently they ’ ve been jacking up the prices every year .
NEGATIVE	As a result of the no show , we missed our flight from Geneva and had to buy seats on a later flight .
NEGATIVE	As a result of using this service , I almost missed my flight .
NEGATIVE	As a side note , there was an issue with the seatbelts on the mini bus .
NEGATIVE	As everything else in Dubrovnik the cable car is crazy expensive ( and I live in Paris — used to very high prices ) .
NEGATIVE	As of this writing , Nicholina has not made amends .
NEGATIVE	As soon as the call ended , I immediately received an e mail to say that my transfers had been cancelled .
NEGATIVE	At one point we were told to follow her and she literally walked around in a circle .
NEGATIVE	At over £20 per person ,  the cable ride is far too quick and does not give enough time to appreciate the views.
NEGATIVE	At the border there was a hassle with the drivers documents we think as he was taken away for around 20 minutes with no explanation even when he got back .
NEGATIVE	At the end of the trip , we were abruptly told we would not be dropped off at our original pickup location and were left in the middle of the road about a half mile from our pickup location ( the local bus stop ) .
NEGATIVE	At this point , she asked us to move as two people who sat there “ had written a note ” requesting for the seat .
NEGATIVE	At least it is very short which in this case was a blessing .
NEGATIVE	AVOID .
NEGATIVE	Avoid at all costs .
NEGATIVE	Avoid this company .
NEGATIVE	AVOID THIS COMPANY This company failed to turn up for a transfer to the airport from the hotel which meant we almost missed our flight .
NEGATIVE	Be very careful and check with the taxi driver what the cost is likely to be before you start the journey .
NEGATIVE	BE ALERT   This company are not reliable , and they don ` t let the things CLEARLY .
NEGATIVE	Bearing it mind it was change over day so every other transfer company was already fully booked we eventually found a taxi which cost an arm and a leg .
NEGATIVE	Because of our constant complaining pne of them left until the end of the taxi line to bring one .
NEGATIVE	Because of the huge contrast , I can said that the tour guide of this trip is really bad !
NEGATIVE	Because of the noshow I requested a refund from Connecto .
NEGATIVE	Being still on the cruise at 30 min of arriving to the port , we decided to contact VIDOKRUG ( tel +385 98 9363 767 ) because apparently it had " good " reviews .
NEGATIVE	Besides , he was cursing and commenting everything on the way of 20km .
NEGATIVE	Best avoided .
NEGATIVE	Bizarre and greedy , better get a taxi up there for your money .
NEGATIVE	Blocked the whole panorama desk for at least half an hour to take individual / group photos .
