NEGATIVE	Or going by car in order to avoid waiting so long because of the huge amount of people .
NEGATIVE	I agree , it 's nice to see the city from the top .
NEGATIVE	But you can see it from many other spots , for free .
NEGATIVE	And the cable car is really expensive !
NEGATIVE	We came here during the " off-peak " seasons , still we spent more time queuing for the rides ( up and down ) than enjoying the view , which probably is not the best place anyway - a bit too far away from the town .
NEGATIVE	Up on the top was fully packed with tourist like us , and there is not a proper space to queue ... It 's not worth its price in my opinion .
NEGATIVE	We went up at sunset and it was truly beautiful . ( Although slightly lacking in atmosphere as there is little at the top other than a couple of sterile viewing platforms , a shop of tourist tat , and a snobby-looking restaurant ) .
NEGATIVE	The views from Mount Srd are really beautiful - I 'd recommend that any trip to Dubrovnik involve a trip up , along with a camera .
NEGATIVE	It was a pleasant two minute ascend but not worth the price .
NEGATIVE	My review is for the cable cars , rather than the mountain top .
NEGATIVE	Especially as there were then over 150 people waiting in the queue to go back down .
NEGATIVE	Arrived within 20 minutes and we were back in the Old Town in no time .
NEGATIVE	Go to the top : but walk it ( 90 minutes ) or get a taxi .
NEGATIVE	We booked an uber instead .
NEGATIVE	Beautiful views but was like being in an oven , no air conditioning so I did not really enjoy it .
NEGATIVE	At the top nice breeze with stunning views .
NEGATIVE	In some guide books it states that the 120 kuna for the cable car includes entry to the Museum at the top this is not the case you pay another 30 kuna which we did it was quite interesting with a lot of information about the War .
NEGATIVE	However , even with the reduce number of visitors , the cable cars are still very packed .
NEGATIVE	We had planned and visited Dubrovnik during the shoulder season .
NEGATIVE	And we obviously did not manage to get the windows view ( up and down the hill ) .
NEGATIVE	Cable car staff will try to squeeze in as many people as possible The compartment is rather big and only those near the windows can catch a glimpse of the view it was suppose to offer .
NEGATIVE	So you can try your luck with it .
NEGATIVE	After taking my initial photos of Old Town , I had to wait in line for the bathroom ( lines for both men 's and women 's room ) , wandered aimlessly around thinking there had to be more and then grabbed the next car back down .
NEGATIVE	My original plan was to take the cable car up and walk the path back down but I just ran out of time .
NEGATIVE	I was lucky to hit the ticket booth when there was a short line and was able to hop on the next car .
NEGATIVE	I had walked via stairs and small streets part way up the hill and got nicer pictures of Old Town than I did from the top .
NEGATIVE	Thank goodness I did not lose a lot of time getting the ticket or waiting for a car .
NEGATIVE	I would not repeat or recommend .
NEGATIVE	However if there is a big queue I 'd suggest just getting a taxi up .
NEGATIVE	The view at the top is great and I 'd recommend going up .
NEGATIVE	If we had not already purchased the tickets we 'd have definitely hopped in a taxi which would have been both cheaper and quicker .
NEGATIVE	Having said that apparently it 's not always this busy so if there is no queue it 's a quick way up .
NEGATIVE	The cable car is expensive and the journey up nothing special .
NEGATIVE	The day we were there we had queues of 30 minutes plus both ways .
NEGATIVE	We could not see many views on the way up as only the few people in front can see much of anything , but when we arrived at the top , the views were quite spectacular ; although not much different from the road just below that is taken to Dubrovnik when you come from Kotor , Montenegro .
NEGATIVE	But , we paid the money and decided it was probably worth it .
NEGATIVE	We were surprised to find that the cable car round trip ticket was 87 kn each , as this was much more than our guidebook said .
NEGATIVE	We went to the other platform as well , and we were not too impressed either .
NEGATIVE	But , the thing that really made our experience not so pleasant is that they began to have mechanical difficulties with the cable car and we had to wait about 90 minutes in line until they sent car after car empty back and forth to test that it was safe to take passengers again .
NEGATIVE	During this time of waiting , not a single staff person told us what was going on and when we finally got on the car to head back down , the staff person in the car merely shrugged his shoulders when we asked if the problem had been fixed .
NEGATIVE	So , we wished we had skipped this as it took us about 2.5 hours for the whole cable car experience , and we do not think it was worth the time .
NEGATIVE	And we did not think that the views from the top or the ride itself justified the amount of money they are charging .
NEGATIVE	The ride takes 2 minutes .
NEGATIVE	This is a great thing to do sadly overpriced .
NEGATIVE	Do it if you have to . but apart from the great views there is very little at the top
NEGATIVE	No clear directions to where to get on .
NEGATIVE	This was a disappointment .
NEGATIVE	Too many people crammed into the cable car so could not see the view and it was very warm .
NEGATIVE	Nothing at the top except the view and a very expensive restaurant which is fully booked !
NEGATIVE	Long wait in the sun for another crammed ride back down .
NEGATIVE	The view was ruined by the cables of the car .
NEGATIVE	Long walk to find the office .
NEGATIVE	The cable car itself is large , standing only and filled to the brim , this affords passengers with little chance to enjoy the view or experience going up and down .
NEGATIVE	The cue for the car is large but moves quite quickly , as you near the ticket kiosk the queue splits in two for those with tickets already purchased .
NEGATIVE	At the top , the views are stunning , however take a cab , bus or Uber and enjoy the views just the same .
NEGATIVE	Also a war museum and quad style safari 's on offer at the top .
NEGATIVE	A lovely looking outside terrace bar and inside panorama cafe at the top , long queues and we had not booked , would recommend booking if you want to experience either .
NEGATIVE	When they built this cable car they did not plan well for tourists .
NEGATIVE	The cables continuously get in the way of any picture you want to take of the old town of Dubrovnik and it could have been perfect for a beautiful sunset picture but they do not have any viewpoints for sunset .
NEGATIVE	It appears that they are best set up for sunrise as they have a grandstand set up to the east , however i am not sure what time it opens however it might mean you beat the tremendous crowds .
NEGATIVE	Instead you have to hike up out the back a fair way well off the beaten track .
NEGATIVE	It will offer spectacukar views unless it 's rainy and cloudy or foggy lime Fahrenheit we went .
NEGATIVE	In which case it was an hour of my life I can not get back ,
NEGATIVE	Time it so you are walking back down at sunset for amazing panoramic views
NEGATIVE	The cable car is expensive , crammed and ultimately unnecessary .
NEGATIVE	We decided to go up in the cable car and walk back down , but the walk is so nice - and relatively easy - that we wish we 'd walked both ways .
NEGATIVE	Really expensive .
NEGATIVE	Handy for those who can not do the walk but money is a lot .
NEGATIVE	Views are far more spectacular .
NEGATIVE	Climb the mountain by foot if possible .
NEGATIVE	The cafe / restaurant at the top is way overpriced and if you are just getting a drink they make you sit in the back corner .
NEGATIVE	You are not even high enough to see over the cables and the cables run right over the old town below so you can not even get a good picture .
NEGATIVE	If you walk around the cable car building and follow the road , there is a field .
NEGATIVE	The view is not even that great .
NEGATIVE	It is a RIP OFF .
NEGATIVE	It was a great place to watch the sunset .
NEGATIVE	The only thing worth anything at the top of that mountain !
NEGATIVE	You can see better views from road above city coming from kotor .
NEGATIVE	Views obstructed by cables ,
NEGATIVE	I was disappointed .
NEGATIVE	You go up , look around for a few minutes and then come down , not exactly thrilling or worth the money .
NEGATIVE	The cable car ride is not more than 2 mins long and It felt like we were in a heard of cattle , as it often does in places over-run with tourists .
NEGATIVE	The view was lovely but once you ’ re at the top there isn ’ t much to do unless you want to sit down for an overpriced lunch .
NEGATIVE	Not worth the $60 round trip for two people .
NEGATIVE	140 kunas or about £18 to get to ride in a cramped space with 30 other people to get to the top of a hill pretty much sums it up .
NEGATIVE	The view at the top is cool we went at around 6 at night it was not too busy and the town was lit up and sun was setting but we avoided the two restaurants at the top that just scream tourist trap .
NEGATIVE	We spent about 15 mins looking at the view and then left ... so again , not worth the money !
NEGATIVE	Long queues to buy tickets .
NEGATIVE	It is bit expensive also .
NEGATIVE	Have seen better views .
NEGATIVE	Cable Car was not too exciting .
NEGATIVE	Should have some sort of ticketing in force as when I was there it was 37 degrees and you just could not stand for that long in the heat people , were melting ! !
NEGATIVE	Did not even manage to get on cable cAr as the queues were just mad ! !
NEGATIVE	We took a ride down with this cable car and we were very disappointed .
NEGATIVE	Considering that the price is about 10 euros we were expecting more than it Just being a transportation means .
NEGATIVE	The trip took a minute or less and it was so crowded that we could not see anything from where we stood .
NEGATIVE	Will not ride again .
NEGATIVE	There are huge queues & when you get to the top the view is great but that 's it & then huge queue to get bank down again .
NEGATIVE	Save your money .
NEGATIVE	There are poor stray dogs at the top that no one seems to want to help or even comment on if you ask about them .
NEGATIVE	It was around 50 gbp for 2 of us the ride took 4 mins each way !
NEGATIVE	Very disappointed . .
NEGATIVE	Poor value and hard to find and not worth the effort !
NEGATIVE	By the time you get to the lower station you might as well continue the walk up .
NEGATIVE	It is a very short ride and quite expensive . 150 kn .
NEGATIVE	Windy and chilly the day in March that I went but they have blankets to keep you cosy while you enjoy .
NEGATIVE	Lovely spot to sit and view the old city .
NEGATIVE	It 's better to do sunset panoramic tours which takes you to many beautiful spots on Srd .
NEGATIVE	Very long queues at the entrance during sunset tine .
NEGATIVE	It 's super expensive for a gondola ride .
NEGATIVE	I give this a two because of the poor service we received at the top .
NEGATIVE	Along with a bunch of other people , we waited in line for 30-45 minutes .
NEGATIVE	However , it started to look stormy and we decided that we should probably take the cable car down the mountain .
NEGATIVE	We had some time to enjoy the sunset ( in July it was about 8:15 p.m. ) .
NEGATIVE	We decided to hike the trail up and be at the top for sunset .
NEGATIVE	We enjoyed the hike with the 16 switchbacks .
NEGATIVE	They would not sell us tickets and would not allow us to get on and buy tickets at the bottom .
NEGATIVE	We walked out , not too happy , and found a number of people sheltering in some buggies still waiting for taxies after 30 minutes .
NEGATIVE	When we reached the top , they had just closed down the ticket office ( even though there were still lots of people to go down and it was not closing time yet ) .
NEGATIVE	After some discussion , they gave us a number to call for a taxi .
NEGATIVE	By 9:45 p.m. , the rain had stopped , and we decided to walk down the trail .
NEGATIVE	We discovered that the museum was still open until 10 pm , so we paid the entry fee there and learned about the 1991 attacks on Dubrovnik .
NEGATIVE	It was sobering and educational and I would recommend the museum .
NEGATIVE	Fortunately , we had brought flashlights with us .
NEGATIVE	If you booked in advance it might be nice to eat at the restaurant , if you could secure a table with a view , as the prices were the same as in the town .
NEGATIVE	It is hard to take pictures , because of the cable car lines and machinery being strung across your view .
NEGATIVE	The space at the top is small with most of it being taken up by a restaurant .
NEGATIVE	The views from the wall are far better .
